Token,Cosine
animals_A26067_4_token,0.20291998039967968
animals_A22044_9_token,0.20283520016670756
##s_A29479_2_cls,0.20281750831245815
endangered_A24359_10_token,0.20280678620411074
harvest_A22040_20_token,0.20280214249190395
animals_A19008_13_token,0.20275298513866297
animals_A23475_6_token,0.20274398139725588
accidentally_A29240_4_cls,0.2027157592661504
human_A27437_1_cls,0.2026665625927594
animals_A12089_16_token,0.20256180036652305
healthy_A22499_13_token,0.2025557730268498
protect_A26018_3_token,0.20255311250993518
allow_A19440_3_token,0.2025064627266366
animals_A23472_7_token,0.20248730481444835
live_A25273_15_token,0.20245779598995564
killed_A27243_18_token,0.20243574877845755
animals_A28050_9_token,0.20243285621433357
animals_A27231_8_token,0.20236746628882005
trap_A25012_5_token,0.20233673587383452
animals_A22191_12_token,0.20230182129019086
##ous_A21090_36_token,0.2022381283173267
animals_A29479_4_token,0.20221839558572863
unnecessary_A29226_6_token,0.20215434586778638
keep_A22188_3_token,0.20213712772915715
##ably_A21161_15_token,0.20208555760596314
animals_A28430_18_token,0.2020771077139415
##izing_A22098_13_token,0.20189040461658989
##h_A28136_6_token,0.2018492298405489
environment_A12289_26_token,0.20184271778004756
animals_A19440_4_token,0.2018355437379034
animals_A28343_7_token,0.2017274351298124
animals_A22193_5_token,0.20171680707582015
animals_A07016_4_token,0.20158225499445373
killing_A24399_1_token,0.20156475357854342
natural_A19318_17_token,0.20149815345021174
habitat_A12089_23_token,0.20147779032126464
humane_A18204_4_token,0.20147409319533996
unnecessary_A24353_3_token,0.2013318566824062
many_A22319_1_cls,0.20132666707318714
close_A24359_3_token,0.20130129829714372
forced_A20008_10_token,0.201284638653641
##s_A12320_2_cls,0.20128383529438099
im_A19318_18_token,0.2011618133145842
efforts_A29357_29_token,0.2011603439451742
forcing_A24280_12_token,0.20112447578632756
strategic_A10012_19_token,0.20111563587585998
create_E01059_12_token,0.20106691173513344
environment_A22188_15_token,0.2010332739237045
dangerous_A25314_16_token,0.20095940934093703
individuals_A20304_8_token,0.20084384700553362
environment_A27235_16_token,0.2008143041099465
human_A28180_4_token,0.2007595286066014
help_A24359_8_token,0.20075439641414902
animals_A20409_32_token,0.20072554300487502
human_A24145_1_cls,0.20072378532987245
contain_A27231_6_token,0.2007180224137325
factory_A22404_4_token,0.20070011849069652
volatile_A12118_5_token,0.20069024099064045
##ng_A13019_10_token,0.20067549513501629
aggressively_A27235_19_cls,0.20059581373778868
strengthen_E01022_3_token,0.20056764500736546
harvested_A21161_16_token,0.2005622006859828
food_E05127_14_token,0.20054486255169676
animals_A30400_9_token,0.20049927296311681
##izing_A20131_2_token,0.20046588473501648
help_A22085_3_cls,0.20044894722845633
destroy_A18424_5_token,0.20044364520200933
aggressively_A27235_19_token,0.20043535379668498
kept_A03008_13_token,0.2003200457143231
##ful_A19108_7_token,0.20028849895357578
wild_A27231_7_token,0.20021217782660372
extinct_A28136_20_token,0.20019001244989554
animal_A27243_15_token,0.2001587497320805
human_A23475_27_token,0.20009146015767973
increase_A29368_19_token,0.20000871373543344
animals_A24280_4_token,0.20000384627177173
animals_A19453_8_token,0.19994636118686013
##n_E05129_14_token,0.19993056407953866
human_A23182_18_token,0.19992078512249023
terrible_A19066_8_token,0.19991416806778373
whaling_A22243_5_token,0.19990409910678864
encourage_A29346_15_token,0.19975152592007642
treats_A26067_3_token,0.19972606723494063
force_A12215_3_token,0.19962857927550126
friendly_E01059_5_token,0.19952605750186414
live_A28343_11_token,0.1995258821106156
hazards_A12195_5_token,0.19952152767538317
protect_A21185_23_token,0.19946722854749832
extinction_A24359_13_token,0.19939394345685582
##ize_A18242_6_token,0.19938577530488025
decreasing_E07096_39_token,0.1993548745181044
decreasing_E04079_39_token,0.1993548745181044
##ze_A22439_6_token,0.1993522015026547
animals_A29390_8_token,0.19933014955907943
##s_A12320_2_token,0.19928142560756978
animals_A22001_8_token,0.1992137082364509
nobody_A20406_1_cls,0.1991968725768613
##s_A25300_17_token,0.19919326719952424
habitat_A20277_21_token,0.19917927803542576
##zing_A22098_5_token,0.19916976459560445
programs_A22044_2_token,0.19916685811277773
unnatural_A26017_9_token,0.19913727036282775
humans_A21385_9_token,0.1991053976167651
##h_A29156_36_token,0.199060747204327
become_A29385_19_token,0.19902840978086986
##s_A22188_2_cls,0.1989276564457047
animals_A20277_7_token,0.1989256320532776
animals_A27254_10_token,0.19883535202206715
farming_A21322_5_token,0.19881589374581715
breed_A21234_16_token,0.19880492132285546
eating_E05129_27_token,0.1987754821132201
animals_A21394_5_token,0.19874397043227063
##al_A12155_7_token,0.19873517751957462
serious_A28316_13_token,0.19868323644605038
goes_A24145_4_token,0.19865565872933094
creates_A12195_3_token,0.1986447790043095
unnatural_A18058_5_token,0.1986073634429868
##s_A22085_2_cls,0.19858590625401393
animals_A21182_4_token,0.1985736675223331
live_A22193_4_token,0.19856348177775618
endangered_A23108_6_token,0.19855412731856892
create_A20192_14_token,0.19850768640719815
kept_A25300_12_token,0.19845293295894667
conflicts_A14002_23_token,0.198435378037862
species_A12345_5_token,0.19839223339059414
guarantee_A13019_20_token,0.19838949034926276
people_E05129_10_token,0.19836949525852712
provides_A19212_3_token,0.19835684839929443
##line_E07249_18_token,0.19833808390042945
habitat_A25389_16_token,0.19832884611858875
human_A28004_1_cls,0.1983148143255095
##s_A24359_5_token,0.19828952646866668
##s_A19440_2_cls,0.1982400922078482
improve_E07096_21_token,0.1982357710324931
improve_E04079_21_token,0.1982357710324931
sustainability_A24070_6_token,0.19823204165936234
breed_A20006_6_token,0.19820012863437647
extinct_A30386_5_token,0.19818344560209675
##h_A14002_18_token,0.1981551676349339
cruel_A20008_4_token,0.19814918377733184
##s_A28050_2_token,0.19811405528861414
animals_A20409_10_token,0.19810564250912036
held_A12188_13_token,0.1980521022390729
protect_A22085_4_token,0.19803123320480034
save_A20140_17_token,0.19803098866608884
cruel_A19135_4_token,0.19800476893608734
harvested_A28054_24_token,0.19799912963009797
##h_A20057_7_token,0.19799832734509404
animals_A09082_1_token,0.19797087492199164
animals_A24465_25_token,0.1979621671126003
animals_A20422_10_token,0.19796093696728348
endangered_A24014_8_token,0.19795327043501704
weapons_A23274_2_token,0.1979392033198784
animals_A25273_9_token,0.19793633007957376
extinction_A29156_14_token,0.19787763527323868
animals_A19108_10_token,0.197870308556561
problems_A24173_6_token,0.19785481687290726
unnatural_A20484_6_token,0.19783812969946782
##h_A18195_6_token,0.1978145779217159
##e_A27207_4_token,0.1978115504665261
survive_A28045_22_token,0.19778890069021526
animals_A19470_10_token,0.19777531829494785
destroyed_A28479_26_token,0.1977662038514874
thrive_A20277_25_token,0.19767588053945867
food_E05127_54_token,0.1976717356380036
wonderful_A19198_6_token,0.19766990319711827
cruel_A22404_9_token,0.1976206958593651
treat_A18066_29_token,0.19761833505674647
##e_A28224_8_token,0.19760755697160357
species_A21161_10_token,0.19753697057408184
protect_A24224_3_token,0.19753109419149775
wild_A29357_15_token,0.1975260744289651
animals_A26017_4_token,0.19749549040445713
live_A19440_6_token,0.19748281428345316
##ize_A28297_4_token,0.19746672796915335
enhance_E05127_68_token,0.19744206021169694
inherently_A18189_4_cls,0.19742188504744024
##h_A02011_16_token,0.1973828538252588
important_A20241_4_token,0.19734312964471082
disaster_A29240_8_token,0.19732850532638313
concerns_E01038_6_token,0.19732717624219065
using_A23167_7_token,0.1972940911699153
dangerous_A04004_19_token,0.19726500081880513
animals_A29417_16_token,0.19725074960968386
support_A18276_28_token,0.19724202250356504
animals_A24224_9_token,0.19724108572466365
people_A21090_5_token,0.19720882733828865
benefit_A20472_18_token,0.19716907611175769
deny_A22188_8_token,0.19716831152864533
animal_A22430_9_token,0.19713620515688438
##al_A22480_9_token,0.197098508881833
worldwide_A24128_23_cls,0.19699445699162327
killing_A23300_8_token,0.1969878548906257
kept_A12289_13_token,0.19698373066755917
factory_A21322_4_token,0.19695321493782103
problems_A20073_10_token,0.1968774855782406
treats_A07016_3_token,0.19686687442106413
human_A28115_4_token,0.19684962205959897
solutions_E01060_31_token,0.19682552148258045
##zed_A23308_8_token,0.19681259144016483
abolished_A22188_20_token,0.1967941849357867
##ize_A19005_6_token,0.19673038980647675
killing_A29385_14_token,0.1967277323602391
concern_A21462_20_token,0.19670282940898748
animals_A23161_5_token,0.1966842694907959
##ble_A20484_11_token,0.1966586816494243
natural_A22227_7_token,0.19664254331723707
essentially_A18066_28_token,0.19661503102731986
roam_A12067_18_token,0.1965963793419391
many_A25431_7_token,0.19659414238137057
eat_A22499_17_token,0.19658089889809502
devastating_A23100_3_token,0.19657491130923263
animals_A12289_11_token,0.19654952239473886
endangered_A18195_16_token,0.1965440141377058
controlling_A19325_27_token,0.19653241316969244
##ization_D27060_11_token,0.19651564332467
control_A12224_12_token,0.19651130917885926
extinction_A18020_9_token,0.1964979467093128
##h_A19314_6_token,0.19642796675936283
animals_A20082_2_token,0.1964197900352656
programs_A18276_33_token,0.1964062648972433
create_A29368_10_token,0.19640010158670398
animals_A23108_7_token,0.19637488208076326
animals_A03008_9_token,0.19635720447131857
problems_A22229_18_token,0.19634324313922255
provide_E05122_4_token,0.1963077185502582
animals_A22299_6_token,0.1963042405226352
rare_A12221_20_token,0.19629613241200877
maintain_A12462_3_token,0.1962801879485403
survival_A24353_6_token,0.19627969751353921
humans_A18242_1_token,0.19626804187545116
increasing_E03040_25_token,0.19619383397360435
friendly_A21350_13_token,0.1961701550189
##e_A20403_9_token,0.19616306689403204
pets_A18066_32_token,0.19613168617988253
##zing_A12488_4_token,0.19611931894328327
protect_E07232_10_token,0.19610370599466181
forced_A03017_11_token,0.1960413167142716
terrible_A19470_5_token,0.1960066969083593
combat_A24465_17_token,0.19600555729906421
everyone_A20473_1_cls,0.19599082030600784
health_A12195_4_token,0.1959791685924493
environment_A19190_7_token,0.1959194169212475
animals_A24103_12_token,0.19586116601928708
behavior_A22225_18_token,0.1958563936825427
allow_A17004_3_cls,0.19584665314552369
pollution_A24300_7_token,0.19582904757982525
people_E07078_1_token,0.19582729299300092
behavior_A27254_11_token,0.1957970314379485
destroys_E07045_11_token,0.19579172045052887
species_A24359_11_token,0.19578583555498338
changes_A27254_8_token,0.19575090723891017
regime_A25425_7_token,0.19573917303014196
taking_A20082_37_token,0.19573517605391536
animals_A29478_1_cls,0.19573072060732774
endangered_A28024_10_token,0.19571579229537728
##h_A19288_6_token,0.19566132720125404
animals_A23393_11_token,0.19563917382469423
##ing_A18260_17_token,0.19563801072742476
expensive_E01030_17_token,0.1956332561978319
cruel_A23472_4_token,0.19563067772145706
animals_A20082_30_token,0.1955823435071618
wild_A23077_14_token,0.19555577452565423
abolished_A23077_6_token,0.19552713112742964
##ness_A19288_20_token,0.19551968825063049
find_A21102_9_token,0.19551665997493586
banned_A23435_4_token,0.1955008235841076
problem_A19318_11_token,0.19549752172848026
unnatural_A18189_14_token,0.19549617077264692
##s_A20277_29_token,0.1954828497483353
suffering_A23300_14_token,0.19547633596431774
animals_A27166_23_token,0.19547433269910303
torture_A26017_3_token,0.19547316299402856
##h_A27194_5_token,0.19543721583843968
projects_A22319_8_token,0.19542504603903996
human_A27437_1_token,0.19541648678160325
live_A23182_3_token,0.19540267627230198
animals_A21274_17_token,0.19539755765760763
##s_A22001_2_cls,0.19537690684129375
wild_A21394_4_token,0.19536866854101168
##ze_A19326_17_token,0.19536272968347881
prevent_A24280_3_token,0.19535401976453184
environmental_A21462_19_token,0.1953440110303952
##ting_A20484_5_token,0.19532956657264564
cause_A30165_6_token,0.19532018444732663
humans_A20472_19_cls,0.19528149040372159
##h_A03008_5_token,0.19526891553813686
##e_A27166_5_token,0.19526179659514986
make_A24014_3_cls,0.19524773598556788
used_A19008_25_token,0.19524575018201507
##d_A23393_7_token,0.19520430399672417
farms_A19066_4_token,0.1951984771999187
species_A21161_22_token,0.19519749214806478
provide_A12038_9_token,0.1951966370721895
surgery_A20014_5_token,0.19518494978547096
allow_A21385_4_token,0.19515714619498467
providing_A12459_12_cls,0.19514047469891294
make_A27387_16_token,0.19513940044849504
natural_A03008_21_token,0.1951228162883663
suffer_A09082_6_token,0.1951025835666436
foods_A20192_16_token,0.19509087132669128
farming_A22404_5_token,0.19502588284179687
unnatural_A12462_6_token,0.195022748446187
wiping_A12345_3_token,0.19501247251661116
animals_A29357_16_token,0.19498847009699224
bad_A12188_15_token,0.19494545381618325
keep_A29417_14_token,0.1949414308281814
protect_A22243_7_token,0.1949356186791169
factory_A22207_4_token,0.19492956592182364
##s_A28136_8_token,0.19489700858365658
human_A19318_1_token,0.1948946576554462
##ably_A28054_23_token,0.19489282696268614
destroy_A23274_12_token,0.19489022391048696
creatures_A22122_6_token,0.19482712032494542
humans_A30242_27_token,0.19481149472090423
threatened_A13019_6_token,0.19479634167202617
poisoning_A30165_15_token,0.1947885812381472
human_A24145_1_token,0.19475513323112553
survive_A18276_12_token,0.19473462139118447
##s_A23472_2_token,0.19473255297091369
animals_A28045_18_token,0.1947100034266152
living_A24280_22_token,0.19470776428690598
murders_A20131_10_token,0.19469464141519713
captured_A22493_15_token,0.19468622691876575
##ed_A22225_9_token,0.19460184866672053
##al_A22040_7_token,0.19460027307546438
species_A27157_12_token,0.19458614217073605
##s_A29479_2_token,0.1945833208759503
##al_A30245_9_token,0.19457288994989563
habitats_A24280_10_token,0.19456747118142942
focusing_D01017_5_token,0.1945289322864218
eventually_E03055_1_cls,0.19450763780886018
##tion_A27375_7_token,0.19450122010193568
human_A25333_21_token,0.194478229382199
run_A27231_17_token,0.19447026807556989
##y_A18008_19_token,0.19446586962730625
farming_A22207_5_token,0.19446248371108624
promote_A27084_7_token,0.19445534283591978
hunted_A22122_14_token,0.1944466733890444
wild_A28285_7_token,0.19442262793885362
##e_A25467_8_token,0.19440738159181922
offer_A29203_3_cls,0.19440606719171497
actions_A23182_19_token,0.1943908313112345
entertaining_A18189_20_token,0.19438631052594307
##ing_A29271_24_token,0.1943696121465364
animals_A29254_13_token,0.19435057706002434
questionable_A22404_16_token,0.19433896083905172
study_A12104_16_token,0.19432195347048475
programmes_A24041_12_token,0.19431413717433463
people_A19005_11_token,0.19429917751024925
maintain_D01017_37_token,0.19428759461586181
taken_A23475_20_token,0.1942797589807737
human_A24128_10_token,0.1942253743302803
protect_A22115_16_token,0.19422092770028437
##ize_E01091_13_token,0.19421950461411186
unnatural_A19108_5_cls,0.19420378609722208
help_A23108_3_token,0.19417496793421862
##al_A20304_24_token,0.19416862781586594
research_A27382_6_token,0.19414794243437966
poor_A27387_5_token,0.19412070889301447
##s_A25034_2_cls,0.1941123506482778
societal_A27084_20_token,0.19409287814941026
resources_A22439_25_token,0.194090197252174
##e_A05073_4_token,0.19407571299341433
##s_A24014_2_token,0.19404961235630205
promote_E07277_6_token,0.19404431230506441
destroying_A25333_18_token,0.1940155235955706
protected_A23079_5_token,0.1939973878478531
depleted_A22447_4_token,0.19398362695396845
##tment_A29357_11_token,0.1939760158970039
unnatural_A19108_5_token,0.19393834031748297
thrive_A28045_24_token,0.19392212067479667
beings_A28316_4_token,0.1939086317088519
benefit_A29019_4_token,0.19390348572928592
people_A19198_16_token,0.19388248351666437
protect_A12224_14_token,0.1938692064949237
animals_A25389_8_token,0.19383430701952495
protection_E08018_16_token,0.1938284796850079
involuntary_E07078_10_token,0.1938180580173771
horrific_A22225_29_token,0.1938079802298286
energy_E07233_18_token,0.19375611546776333
save_E07249_25_token,0.19374174164067737
intelligent_A22122_5_token,0.1937392580913484
take_A21190_16_token,0.19373904844115444
important_A20082_21_token,0.19373072814493578
allowing_A19279_10_token,0.1937176156410287
##s_A27231_2_cls,0.19371700423284316
increases_A25011_8_token,0.1936691306008466
species_A27243_27_token,0.19366787555737885
##ly_A27235_5_token,0.1936556445655726
regulated_A12289_8_token,0.19365475041334376
sustainable_E01055_53_token,0.19363627350601595
cruel_A25467_5_token,0.19363560098953717
confined_A29478_8_token,0.19363554769658808
##ing_A20484_16_cls,0.19362161446695036
environment_A27166_15_token,0.19357011104590036
humanity_A20316_8_token,0.19354067567724054
extinction_A05064_20_token,0.1935362220518904
issues_A09058_11_token,0.19353409743128588
animals_A17018_8_token,0.19350895257082057
##ze_A20060_27_token,0.19344099532719175
allowing_A27314_13_token,0.1933950087166683
##able_A12132_16_token,0.19339076981536998
nature_A25273_17_token,0.19338841900904144
create_E01059_12_cls,0.1933803057446726
aid_A20422_4_token,0.1933727361538769
##s_A24224_2_cls,0.19332042172061445
animals_A22188_4_token,0.19331874251243727
animals_A17004_8_token,0.19330211338677766
necessary_A24070_3_token,0.19329318564343861
consequences_A28316_14_token,0.19329093720538382
deadly_D03022_31_token,0.19328905244306624
##s_A24280_2_cls,0.19327765225734508
prevent_A18265_9_token,0.19326205823376746
cruel_A19472_7_token,0.19324445076991667
decreasing_D27026_22_token,0.1932325057057013
human_A12089_29_cls,0.19323095700270693
##s_A17004_2_cls,0.19320942865500987
sustainable_E01030_42_token,0.19320547183267714
habitat_A12038_15_token,0.19319420500776205
##s_A21394_2_cls,0.19317497103147105
##y_A12376_13_token,0.1931455272038303
allows_A05071_9_token,0.19314534250700877
animals_A23182_1_token,0.19313649336689367
necessary_A19491_5_cls,0.19313203448980626
often_A27387_3_cls,0.19313094128325511
animals_A27054_4_token,0.19312580444804928
work_A22098_10_token,0.19311710136829963
##istic_A27102_12_token,0.19310251544298893
alter_A29356_7_token,0.19307476763130157
essentially_A23077_10_token,0.19305369028045816
enclosed_A25389_11_token,0.19304950075082966
treated_A22343_10_token,0.19304892539902888
valued_A20216_25_token,0.19303365864592442
humane_A19242_3_token,0.19303109321224712
habitat_A17004_12_token,0.19302288983346877
sustainable_E01059_1_cls,0.19301165164636333
exploration_A15015_9_token,0.19299196933382634
huge_A09058_10_token,0.19295837313026407
##h_A10012_6_token,0.19294947253406522
helping_A21234_7_token,0.19293927543300057
friendly_E01020_73_token,0.19293353623055848
providing_A12459_12_token,0.1929277902549135
cruelty_A21450_11_token,0.19292473768379068
human_A18058_1_token,0.19292190580476204
celebrate_A19288_17_token,0.19290078875357083
entertainment_A29390_14_token,0.1928950546742234
wild_A22001_7_token,0.1928877491573185
sustainable_D02025_45_token,0.19288434426715087
animals_A20008_7_token,0.1928836908030756
population_A22098_19_token,0.19286544920187815
contribute_A18195_11_token,0.1928546151384028
environment_A12224_16_token,0.19280002581334746
population_A21090_30_token,0.19279473316481285
product_A18260_33_token,0.19278270772157569
##ing_A28224_23_token,0.19274865624303836
uphold_E07277_8_token,0.19273302082839966
##on_A29390_7_token,0.19273067797429735
##ists_A22225_21_token,0.1927178480670986
unnecessary_A19451_8_token,0.1927104846099642
provide_A25034_3_cls,0.19270465071772186
conditions_A19066_9_token,0.19269631694076758
necessary_A12224_4_token,0.1926892268605761
habitat_A18066_26_token,0.1926891591424321
creating_A29368_1_cls,0.1926760185562389
solve_A12498_7_token,0.19265011204958332
animals_A23182_12_token,0.19264872098511604
##ing_A21182_3_token,0.19264440827237644
whaling_A20403_4_token,0.19261649088908378
abolition_A18292_6_token,0.19259943291380224
unnatural_A28285_4_token,0.19258148370880768
domination_A25024_16_token,0.19254421795265073
progressive_E03040_8_token,0.19253230217821823
damage_A12297_9_token,0.19252696666656943
person_A12360_16_token,0.1925017539584171
transition_E01055_49_token,0.192498939017409
##anger_A25431_6_token,0.19249500330310984
raise_A18260_22_token,0.19248132078955404
hold_A29479_3_token,0.19246801077173795
survival_A28016_13_token,0.19246278521691298
threatens_A28016_11_token,0.19245654342442448
helping_A28136_12_token,0.19241683017482275
robust_E05090_13_token,0.19240204426003243
provide_A20090_3_cls,0.19237668660115187
conditions_A18189_15_token,0.19236905924491285
killing_A24399_1_cls,0.19236854659699498
##s_A22188_2_token,0.19235622998912308
extinct_A20403_15_token,0.19230123901017843
animals_A09082_21_token,0.19227905170021753
animals_A22404_11_token,0.1922689971607096
food_A19008_27_token,0.19226777650036184
habitat_A28045_28_token,0.19226698940233838
##ricted_A28045_8_token,0.19225619647624198
##ated_E05090_41_token,0.19223061998923494
unnatural_A19008_7_token,0.19221846700153705
people_A20014_13_token,0.19221056447318755
dangerous_A12089_10_token,0.19220132803049894
research_A22480_3_token,0.19217138713090298
access_A18033_10_token,0.19216643642175574
acceptable_A20131_14_token,0.19215445571223574
enable_E07045_84_token,0.1921417348436848
cruel_A27235_8_token,0.19213643373431274
whaling_A28054_6_token,0.1921317191031265
animals_A29226_9_token,0.19212754270212537
allow_A20241_23_token,0.19208691351167306
many_A24382_1_cls,0.1920755765982357
killing_D27060_17_token,0.19204257244788175
farming_A27054_2_token,0.1920371685715668
species_A28024_11_token,0.1920272730972795
people_A22191_22_cls,0.19202411664483693
humans_A23167_21_token,0.1919984778152667
whaling_A22198_4_token,0.1919924109390176
abolished_A28477_5_token,0.1919903259604155
animals_A12462_4_token,0.19198572862314234
involved_A22319_5_token,0.19197293331951062
killed_A28224_14_token,0.19196914878861568
necessary_A12224_4_cls,0.19195610718548017
farming_E01060_40_token,0.19192408772406738
negative_E01116_66_token,0.19190257270409927
extinction_A24110_6_token,0.19189397659182392
minerals_A18404_10_token,0.19189321342638507
promote_A19491_7_cls,0.1918875320416661
animals_A19135_7_token,0.19188731048460997
##ity_A21090_12_token,0.1918529879619815
subject_A12215_23_token,0.19183589461663392
##s_A28477_2_token,0.19182617637789112
resources_A22439_16_token,0.1918078138295848
farming_A20216_10_token,0.19178017198501243
practice_A19008_8_token,0.19177980586044904
habitat_A12215_12_token,0.1917766879050605
living_A22191_16_token,0.19175317526495522
##h_A29417_5_token,0.19175005777100795
serve_A29390_3_cls,0.19174669397898683
##s_A18066_7_token,0.1917398810354327
human_A20316_1_cls,0.19172569063487746
helping_A28050_4_token,0.19168307731148534
help_E01116_82_token,0.19167667849923178
destroys_A04014_9_token,0.191658959068213
##s_A27231_2_token,0.19161932307690682
harm_A21451_3_token,0.1916133616872004
used_A20472_15_token,0.191610784804667
prevent_A24280_3_cls,0.19160837246358675
##s_A29417_7_token,0.19157720028438766
exploration_A23308_2_token,0.19157601105864386
unnatural_A28004_5_token,0.19157126140384806
##s_A19245_2_token,0.19156467351505055
animals_A28285_8_token,0.19154260349162364
entertainment_A25012_19_token,0.19152039199653673
inhuman_D01029_9_token,0.19151471145510685
cruel_A27385_13_token,0.19150134755908388
exhibit_A27387_4_cls,0.19149913103647634
cruel_A18189_5_token,0.19147835459331902
farms_A05063_14_token,0.19145924127311612
extinct_A24041_19_token,0.19144788872277904
successfully_A05064_11_token,0.1914441622958423
kept_A24224_13_token,0.1914376399961116
human_A12155_1_cls,0.19142644416908144
##e_A24399_7_token,0.19136698314655107
##h_A18066_5_token,0.1913499199193772
kept_A29012_5_token,0.19134256273059613
unnatural_A29355_4_token,0.19134180478127044
keep_A21394_3_token,0.19133046413803115
environment_E05129_38_token,0.19131747112087424
suffering_A19325_17_token,0.1913131122009711
increase_D02028_12_token,0.19130910369020898
volunteer_E07078_5_token,0.19129880652998257
##d_A28115_15_token,0.191283461398538
animals_A28430_31_token,0.19127887237193858
##s_A29417_20_token,0.19126862785347817
society_A21074_13_token,0.19126455727717603
##al_A22499_6_token,0.19125850300978248
enhance_A28430_24_token,0.1912526253101865
##able_E07045_54_token,0.19124008623896743
produces_A22499_8_token,0.19122788324565296
##s_A12275_2_cls,0.19121561447779337
help_A21185_4_token,0.1911915290849651
populations_A20409_30_token,0.19114934379443999
often_A23077_17_token,0.19113942140335005
creatures_A18234_4_token,0.19113872319400646
animals_A18260_23_token,0.19113722710587264
issues_E01023_6_token,0.19113263533229358
deployment_A19169_7_token,0.19112304745055536
farming_A20008_2_token,0.19111863578173824
extinction_A22044_11_token,0.1911183494398085
